text,cedis_code,cedis_complaint,domain,source,rule_applied
"digestive 17 other disgestive system problem, phone visit on elder with lower right extremetie extraction 11/<DATE_TIME>",553,Amputation,Orthopedic,silver,
<DATE_TIME> start time for a phone visit on <DATE_TIME> female who returned from after recovery from a right lower leg amutation that happened back in <DATE_TIME> <DATE_TIME>. patient is doing fine <DATE_TIME> but has been feeling nauses since she returned,257,Nausea and/or vomiting,Gastrointestinal,silver,
Follow Up: Possible Infectio nstart on Abdomen on surgical site,865,Post-operative complications,General and Minor,silver,
Follow up surgical on abdomne has a sore with oozing,865,Post-operative complications,General and Minor,silver,
"Authorized in from <LOCATION>, For <DATE_TIME> now superbic area pain, possibally related to belt that holds left stump",256,Groin pain/mass,Gastrointestinal,silver,
<DATE_TIME> female c/o sore throat,103,Sore throat,ENT - Mouth/Throat/Neck,silver,
Vaginal Bleeding and illness N/V/M,455,Vaginal bleed,OB/GYN,silver,
stomach pains and anemia,251,Abdominal pain,Gastrointestinal,silver,
"Patient authorized in from <LOCATION>, related to vaginal bleeding and anemia, weakness and fatigue. Past hx of the same with blood tranfussion. in atrial flutter hx of the same. C/O lower abdominal pain",455,Vaginal bleed,OB/GYN,silver,
"<LOCATION> from <LOCATION>, vag bleed with a flutter rate 130, significant cardiac hx 20 lopressor given HGB 8",455,Vaginal bleed,OB/GYN,silver,
Phone Visit; AUB,455,Vaginal bleed,OB/GYN,silver,
"REF, endo ca",999,Unknown,General and Minor,silver,
A-flutter,5,Palpitations/irregular heart beat,Cardiovascular,silver,
"Pt started having SOB earlier today, Chest pressure. <PERSON> dc'd after heart ablation <DATE_TIME>",3,Chest pain—cardiac features,Cardiovascular,silver,
referral,855,Direct referral for consultation,General and Minor,silver,
Request for podiatry referral,855,Direct referral for consultation,General and Minor,silver,
epigastric pain to back,251,Abdominal pain,Gastrointestinal,silver,
"Commercial flight from <LOCATION> for cholelithiasis w/ concern for cholecystitis. C/o upper abd pain, nausea. Denies V/D, SOB, CP.",251,Abdominal pain,Gastrointestinal,rule,CHOLECYSTITIS
FV: acute cholecystitis,251,Abdominal pain,Gastrointestinal,rule,CHOLECYSTITIS
"labor check, felt like bag of water might have broke. Felt pain on lower abdomen then felt water drip down her leg. No blood, no contractions. Due <DATE_TIME>",458,"Pregnancy issues, >20 weeks",OB/GYN,silver,
decreased fetal movement,458,"Pregnancy issues, >20 weeks",OB/GYN,silver,
<DATE_TIME> PP,999,Unknown,General and Minor,silver,
c/o midline lower abd pain that started <DATE_TIME>.,251,Abdominal pain,Gastrointestinal,silver,
"Authorized in from <LOCATION>, <DATE_TIME> DX with <PERSON>. <DATE_TIME> developed substernal chest tightness and anxiety, <DATE_TIME> at 0230 cp increased with left arm numbness. Has resolved at present. denies anyother symptoms.",352,Anxiety/situational crisis,Mental Health,rule,ANXIETY
"chest pain for <DATE_TIME>, worse <DATE_TIME>. center chest radiating to left should. morphine helped in clinic but now is wearing off.",3,Chest pain—cardiac features,Cardiovascular,silver,
"amb to triage, tearful, states vomiting / diarrhea numerous - since <DATE_TIME> - states blood in vomit <DATE_TIME>. diarrhea - brown and watery. vontinged in triage - noted dark blood in vomit",259,Vomiting blood,Gastrointestinal,silver,
"Covid Symptoms. Pt states ""I have been in contact with relatives with covid"" pt states SOB, Pt in no distress. Pt vitals stable, pt on phone playing game. Denies NVD, Denies cough. pt states ""fatigue""",651,Shortness of breath,Respiratory,rule,COVID_RESPIRATORY
Medevac from <LOCATION>. Trauma level 2. Ejected from snowmachine. See Trauma Flow Sheet,802,Major trauma—blunt,Trauma,silver,
XR PRIOR - F/U Thoracic Fractur,859,Imaging tests,General and Minor,silver,
"Pt arrives via Guardian from <LOCATION> for further evaluation of T5 unstable burst fracture, injury initialy sustained in snowmachine trauma <DATE_TIME>. GCS 15 upon arrival, <PERSON> intact.",802,Major trauma—blunt,Trauma,silver,
F/U after Surgery,865,Post-operative complications,General and Minor,silver,
IUD possibly displaced and pain,457,"Pregnancy issues, <20 weeks",OB/GYN,silver,
Hx of SI <DATE_TIME>,351,Depression/suicidal/deliberate self-harm,Mental Health,silver,
"right kidney pain, no pee since <DATE_TIME>",306,Urinary retention,Genitourinary,silver,
pt with right flank pain since <DATE_TIME>. hx of kidney stone <DATE_TIME> that required intervention.,301,Flank pain,Genitourinary,silver,
passing kidney stones,301,Flank pain,Genitourinary,silver,
Eval R shoulder pain,554,Upper extremity pain,Orthopedic,silver,
left thigh pain,555,Lower extremity pain,Orthopedic,silver,
"L lateral leg pain, R sided chest pain, chills, headache",866,Minor complaints NOS,General and Minor,silver,
Right shoulder pain,554,Upper extremity pain,Orthopedic,silver,
"Phone Call: <DATE_TIME>, On Quarantine",851,Exposure to communicable disease,General and Minor,silver,
covid screen,851,Exposure to communicable disease,General and Minor,silver,
"male <DATE_TIME>, mom called and said he was hanging outside and brother put him down and started his breathing early this am.",1,Cardiac arrest (non-traumatic),Cardiovascular,silver,
1) Suicide attempt 2) left leg numbness,351,Depression/suicidal/deliberate self-harm,Mental Health,rule,SUICIDAL
"passed blood clot twice, first one was <DATE_TIME> and second one <DATE_TIME>, <DATE_TIME> pregnant",455,Vaginal bleed,OB/GYN,silver,
passed blood clot,455,Vaginal bleed,OB/GYN,silver,
"Authorized in from <LOCATION>, related to vaginal bleeding, seen in ed <PERSON> for the same, here for a follow-up. Has no complaints",455,Vaginal bleed,OB/GYN,silver,
RPNV 7 <DATE_TIME>,999,Unknown,General and Minor,silver,
pt took overdose amount of tylenol. unsure of amount.,752,Overdose ingestion,Substance Misuse,rule,OVERDOSE
overdose of tylenol,752,Overdose ingestion,Substance Misuse,rule,OVERDOSE
"Female <DATE_TIME>, took 27 tylenol 325mg within the past <DATE_TIME> hour.",752,Overdose ingestion,Substance Misuse,silver,
"Female <DATE_TIME>, she was driving a 4 wheeler, she was driving at a high speed, tried turning but bumped a parked truck. she and the passenger flew off. she landed on her head and left arm and leg.",802,Major trauma—blunt,Trauma,silver,
mva. shoulder pain,802,Major trauma—blunt,Trauma,rule,MAJOR_TRAUMA_BLUNT
BIB Lifemed after ATV accident <DATE_TIME>. See trauma notes,802,Major trauma—blunt,Trauma,silver,
<DATE_TIME> female came in for recheck on head injury and broken collar bone,407,Head injury,Neurologic,silver,
Recheck minor inury,866,Minor complaints NOS,General and Minor,silver,
Fell and hurt right leg,555,Lower extremity pain,Orthopedic,silver,
"got a call on on call phone gramma fell down while walking and cannot stand up due to pain at her right knee and right hip. husband met us out side and said she fell <DATE_TIME> while walking on board road and stepped on ice and slipped and fell,",557,Lower extremity injury,Orthopedic,silver,
right knee and hip injury,557,Lower extremity injury,Orthopedic,silver,
hip pain after fall.,555,Lower extremity pain,Orthopedic,silver,
"71 y/o frail elder had <DATE_TIME> <DATE_TIME>, landed on hip/leg and hit her head, patient has dementia",407,Head injury,Neurologic,silver,
"Musculoskeletal Pain, Possible Closed Fracture, Mild Dehydration",7,General weakness,Cardiovascular,rule,DEHYDRATION
Feels like her C is going to RIP or rupture from the inside and it's a burning pain. Abdominal mostly feels real sore when it's not burning.,251,Abdominal pain,Gastrointestinal,silver,
Mid Lower Adominal pain,251,Abdominal pain,Gastrointestinal,silver,
"pt medivac'd in for lower abd pain, states she rolled over in bed <DATE_TIME>, felt a burning sensation in the area of her uterus, states pain on/off since then but coughed about 12 <DATE_TIME> and it happened again, no urinary s/s, no n/v/d/constipation",251,Abdominal pain,Gastrointestinal,silver,
Uterine Pain,251,Abdominal pain,Gastrointestinal,silver,
"1. Minor chest injury, 2. minor head injury, Other injury and care of truma patient while waiting for medvac",802,Major trauma—blunt,Trauma,silver,
"<DATE_TIME> male here for ATV accident unsure of what time it happen got a call about 9:25 that there was a an accident at the airport on the runway, neck pain refusing neck brace I have <PERSON> , and <PERSON> here helping",802,Major trauma—blunt,Trauma,silver,
"Four wheeler accident, injured left shoulder, pain around abdome, scrapes on lower abdomen",802,Major trauma—blunt,Trauma,silver,
unilateral cervical lymphadenitis,104,Neck swelling/pain,ENT - Mouth/Throat/Neck,silver,
"BIB medevac for snowmobile crash on <DATE_TIME>. L tib fib fx, R pinky fx, bilateral clavicle fx, mandible fx. Brusiing to L eye. Abrasions to face. AOx4. NAD noted. splint in place to L leg and R hand PTA.",802,Major trauma—blunt,Trauma,silver,
Pt brought in by WC for medication refill. Sent to <PERSON> by pharmacy. Requesting refill for oxycodone. No other complaints or requests at this time.,861,Prescription/medication request,General and Minor,silver,
"Pt asking for medication refill. Pt ran out of gabapentin & oxycodone. Per pt, he was seen <DATE_TIME> for surgery. Pt in wheelchair. Pt alert, resp e/u",861,Prescription/medication request,General and Minor,silver,
"M 76 yo here for wheezing for some time now, was at camp <DATE_TIME> and have been like this for <DATE_TIME>, quit cigarretes x <DATE_TIME>, no etoh,",659,Wheezing—no other complaints,Respiratory,silver,
Pneumonia Anemia from other cause,864,Pallor/anemia,General and Minor,silver,
"pt with <PERSON> pain, shortness of breath on exertion and dark stools",260,Blood in stool/melena,Gastrointestinal,silver,
"BIB medivac from <LOCATION>, tarry stools for <DATE_TIME> and dyspnea x <DATE_TIME>. H/H 5.<DATE_TIME> so 2 units PRBCs, last H/H <DATE_TIME>. Also 20 lasix, <PERSON> PTA. Has <PERSON>, 600 out. 20g RAC.",260,Blood in stool/melena,Gastrointestinal,silver,
NP for CHF/hospital discharge; labs,999,Unknown,General and Minor,rule,CHF_UNKNOWN
F/U CM <DATE_TIME>.,866,Minor complaints NOS,General and Minor,silver,
FV HF,852,Fever,General and Minor,silver,
"BIB guardian from <LOCATION>. reached <DATE_TIME> for a pen, it was further away then antcipated. fell, reached arm out, discloaced shoulder. sent here for shoulder reduction",556,Upper extremity injury,Orthopedic,silver,
"Ref: coordination of care while in <LOCATION> for shoulder dislocation. Referred by: <PERSON>, <LOCATION>",556,Upper extremity injury,Orthopedic,silver,
"hypotension, anemia, abd pain",864,Pallor/anemia,General and Minor,silver,
Nausea/Vomiting,257,Nausea and/or vomiting,Gastrointestinal,silver,
"Medevac from <PERSON> for upper GI bleed. Multiple bouts bloody emesis. Given 80 protonix, sandostatin bolus, plus continuous gtt on arrival. <PERSON>, in no acute distress. No increased WOB. VS stable per EMS",260,Blood in stool/melena,Gastrointestinal,rule,GI_BLEED
"c/o ""got into a fight <DATE_TIME>"" and is c/o R sided Jaw pain and L knee pain, stated struck with fists",102,Facial trauma,ENT - Mouth/Throat/Neck,silver,
"Pt arrives by Commercial air from <LOCATION>. Assault <DATE_TIME> w a jaw fxr. sent here to see oral surgeon. pt rpts he left his ""hydros"" in <PERSON> so he needs pain medication. verbally agressive w staff re wait time at triage",102,Facial trauma,ENT - Mouth/Throat/Neck,silver,
"pt c/o chin and R sided jaw pain, recent dislocation and fx, wired in place reportedly, forgot antibiotics in <LOCATION>, last dose over 24 hrs ago. Took Tylenol <DATE_TIME> before arrival",107,Facial pain (non-traumatic/non-dental),ENT - Mouth/Throat/Neck,silver,
Jaw pain,107,Facial pain (non-traumatic/non-dental),ENT - Mouth/Throat/Neck,silver,
PT PRESENTS TO <PERSON> VIA MEDEVAC FROM CLINIC FOR SI WITH AUDITORY AND VISUAL HALLUCINATIONS TELLING HIM TO HARM HIMSELF,353,Hallucinations/delusions,Mental Health,rule,PSYCHOSIS
"mental health 4 depression, high risk of suicide",351,Depression/suicidal/deliberate self-harm,Mental Health,rule,SUICIDAL
OD on lisinopril 20 mg took 13 tabs around 9-10 am this morning,752,Overdose ingestion,Substance Misuse,rule,OVERDOSE
reported over dose of lisinopril <DATE_TIME> prior,752,Overdose ingestion,Substance Misuse,silver,
"BIB APD as title 47 due to sttements about suicide and taking pills to kill himself. Pt heavily intoxicated, unable to answer questions appropriately. NAD.",351,Depression/suicidal/deliberate self-harm,Mental Health,rule,SUICIDAL
Suicide thoughts,351,Depression/suicidal/deliberate self-harm,Mental Health,rule,SUICIDAL
SI thoughts due to his every day life. had walked a long ways out of town. states he is not having SI at the moment and is just exhausted at this time. States no alcohol or drugs onboard.,351,Depression/suicidal/deliberate self-harm,Mental Health,silver,
"Patient here, wants to get away from home and from raping. walked to 7 mile and was brought in by ambulance for suicidal",351,Depression/suicidal/deliberate self-harm,Mental Health,rule,SUICIDAL
Mental Health problem,351,Depression/suicidal/deliberate self-harm,Mental Health,silver,
"<DATE_TIME> male with suicidal thoughts, has not taken anything <DATE_TIME>, having anxiety and wanting to take ones self life.",351,Depression/suicidal/deliberate self-harm,Mental Health,rule,SUICIDAL
pt med vac from <LOCATION> with SI.,351,Depression/suicidal/deliberate self-harm,Mental Health,silver,
medevac in from PH for SI. <PERSON> states he wants to use a knife to harm himself.,351,Depression/suicidal/deliberate self-harm,Mental Health,silver,
"Suicidal Ideation, drug abuse",351,Depression/suicidal/deliberate self-harm,Mental Health,rule,SUICIDAL
"Authorized in from <LOCATION> with troopers. In <LOCATION> <DATE_TIME> and did <PERSON> after returning home had thoughts of wanting to hurt, superficial lacerations to left wrist area. knife in clinic, states if left would hang self. past hx of attempts",351,Depression/suicidal/deliberate self-harm,Mental Health,silver,
"Verbal report received from Qavvik Air staff. His parents asked him to move out. Has a knife at home, threatened to slit his throat.""I'm having suicidl ideation"". Was seen at clinic, left the clinic, <LOCATION> picked him up.",351,Depression/suicidal/deliberate self-harm,Mental Health,rule,SUICIDAL
"alert, calm, no acute distress. tailbone bothering her.",555,Lower extremity pain,Orthopedic,silver,
Routine Prenatal visit <DATE_TIME> and <DATE_TIME> gestation,457,"Pregnancy issues, <20 weeks",OB/GYN,silver,
<DATE_TIME> glucose tolerance,853,Hyperglycemia,General and Minor,silver,
Authorized in from <LOCATION> with Guardian related to hypertension also c/o on/off ha for <DATE_TIME>. Hx of preeclampsia g-3 p-2,455,Vaginal bleed,OB/GYN,rule,PPH_OBSTETRIC_BLEED
